,home_team_mean_offense_score,home_team_mean_midfield_score
19074,76.0,77.8
19075,76.3,80.2
19076,83.3,82.0
19077,87.0,85.2
19078,68.3,66.0
19079,76.3,79.5
19080,75.3,77.2
19083,71.0,73.2
19084,74.7,75.2
19086,68.7,78.0
19087,70.7,72.8
19089,74.3,75.8
19090,69.3,72.8
19091,74.7,81.8
19092,78.3,76.8
19093,75.0,73.5
19094,80.0,84.5
19095,64.7,74.0
19100,75.3,73.5
19101,77.3,79.2
19103,71.0,63.0
19104,77.3,76.2
19105,85.3,86.8
19106,78.0,81.2
19108,76.3,77.8
19109,77.0,77.2
19110,86.7,82.5
19111,67.3,73.8
19113,71.3,75.5
19114,77.3,77.8
19115,72.3,75.8
19116,74.3,75.2
19117,72.0,69.8
19119,86.7,83.5
19123,75.7,80.0
19129,81.3,79.5
19130,90.0,84.2
19131,74.7,81.8
19133,70.0,68.5
19134,80.0,82.0
19135,72.0,71.0
19136,68.3,76.8
19137,76.0,77.8
19138,76.0,76.2
19139,83.3,82.0
19140,87.0,85.2
19142,68.3,66.0
19143,82.7,84.0
19144,76.3,79.5
19147,75.3,77.2
19149,77.3,79.2
19153,71.0,73.2
19154,66.3,68.5
19155,73.7,73.0
19156,79.0,80.0
19159,72.3,75.0
19160,76.3,77.8
19182,81.0,79.2
19186,72.3,75.0
19187,78.3,76.8
19189,82.0,78.5
19191,71.3,75.5
19192,81.0,79.2
19195,77.3,79.2
19196,82.0,78.5
19197,78.3,76.8
19198,72.0,71.0
19199,80.0,82.0
19200,65.3,71.8
19201,81.0,79.2
19202,68.3,66.0
19205,72.0,71.0
19207,82.0,78.5
19210,74.0,76.2
19211,72.3,75.0
19212,77.3,76.2
19213,81.0,79.2
19215,76.7,78.0
19216,75.3,73.5
19218,78.3,76.8
19220,82.0,78.5
19221,78.3,77.8
19222,81.0,79.2
19223,77.3,79.2
19225,71.3,75.5
19226,76.7,78.0
19231,70.3,70.0
19232,66.3,68.5
19233,78.3,77.8
19236,77.3,79.2
19237,70.7,72.8
19238,71.3,75.5
19241,87.0,84.0
19243,78.3,77.8
19244,77.3,76.2
19245,71.3,75.5
19246,74.3,75.8
19248,78.3,76.8
19250,71.3,75.5
19251,80.7,80.8
19252,76.0,76.2
19257,68.3,66.0
19262,68.0,70.5
19264,76.0,77.8
19266,81.3,88.0
19269,74.3,76.2
19273,90.0,84.2
19275,72.0,71.0
19276,81.3,81.2
19280,77.3,76.2
19282,77.0,77.0
19287,85.0,78.2
19288,76.3,76.0
19289,74.7,81.8
19291,80.0,84.5
19292,64.7,74.0
19293,72.3,75.8
19294,76.7,78.0
19295,82.7,84.0
19296,72.7,71.8
19300,80.7,80.8
19301,77.3,79.2
19302,79.0,80.0
19303,85.3,86.8
19305,72.3,75.0
19306,78.0,81.2
19307,74.3,75.8
19309,86.7,82.5
19310,78.0,79.5
19311,67.3,73.8
19316,86.7,83.5
19317,72.7,75.0
19318,82.0,77.2
19319,75.7,80.0
19321,65.3,75.0
19323,83.3,82.0
19327,77.0,69.0
19328,71.0,73.2
19329,74.7,75.2
19331,74.3,76.2
19334,81.0,79.2
19336,78.0,81.2
19338,69.3,72.8
19339,73.7,74.5
19340,74.7,81.8
19342,70.0,68.5
19343,87.0,84.0
19345,78.3,76.8
19346,80.0,82.0
19347,76.0,76.2
19348,71.3,75.5
19350,87.0,85.2
19351,64.7,74.0
19352,68.3,66.0
19354,76.7,78.0
19355,76.3,79.5
19357,75.3,77.2
19361,70.0,65.5
19364,77.3,79.2
19366,80.7,83.0
19367,71.0,63.0
19369,66.3,68.5
19370,73.7,73.0
19372,86.7,83.5
19373,79.0,80.0
19374,70.7,72.2
19375,72.7,75.0
19389,78.3,77.8
19390,71.3,75.5
19391,71.0,66.2
19393,76.7,78.0
19396,80.7,80.8
19397,82.7,84.0
19398,81.0,79.2
19399,77.3,79.2
19401,80.7,80.8
19402,77.3,76.2
19403,75.7,80.0
19404,80.0,82.0
19405,87.0,85.2
19407,71.0,73.2
19410,86.7,83.5
19411,74.3,75.8
19412,65.3,75.0
19414,76.7,78.0
19417,77.0,69.0
19418,80.7,83.0
19419,70.7,72.8
19420,86.7,82.5
19421,77.3,76.2
19422,71.3,75.5
19423,74.3,75.2
19424,70.0,65.5
19425,78.3,77.8
19427,82.0,78.5
19429,76.3,80.2
19430,64.0,58.0
19431,73.3,74.8
19435,70.0,68.5
19436,72.0,71.0
19438,74.0,72.8
19439,64.7,74.0
19442,82.7,84.0
19443,76.3,79.5
19444,85.3,86.8
19446,73.7,74.5
19448,68.3,76.8
19449,76.0,76.2
19450,80.7,80.8
19451,73.7,73.0
19452,74.3,75.8
19454,90.0,84.2
19456,78.0,79.5
19462,80.7,83.0
19463,79.0,80.0
19466,82.0,77.2
19470,78.3,76.8
19471,77.3,76.2
19472,81.3,88.0
19474,70.3,70.0
19475,81.0,79.2
19479,75.3,73.5
19480,77.0,69.0
19482,77.3,76.2
19483,72.7,76.2
19484,81.3,79.5
19485,74.3,76.2
19486,78.3,77.8
19489,75.7,76.8
19492,82.0,78.5
19493,71.0,66.2
19494,75.0,73.5
19496,74.0,72.8
19497,76.7,78.0
19498,74.0,76.2
19499,76.7,78.0
19500,73.3,74.8
19501,82.7,84.0
19502,72.7,71.8
19503,70.0,65.5
19504,80.7,80.8
19507,77.0,80.8
19512,73.7,74.5
19515,78.3,76.8
19516,71.3,72.8
19517,68.3,76.8
19519,87.0,85.2
19521,64.0,58.0
19527,72.7,76.2
19529,66.3,68.5
19532,74.7,75.2
19534,72.7,75.0
19540,68.0,70.5
19541,79.0,80.0
19542,78.3,76.8
19543,86.7,83.5
19544,73.7,74.5
19545,80.7,80.8
19546,79.0,80.0
19547,78.3,76.8
19548,81.3,88.0
19549,71.0,63.0
19550,79.0,80.0
19551,80.0,82.0
19552,81.3,88.0
19553,72.0,69.8
19560,86.7,83.5
19564,81.3,88.0
19571,64.3,69.2
19572,80.7,80.8
19574,74.3,75.8
19575,80.0,82.0
19576,86.7,83.5
19577,72.7,75.0
19582,72.7,75.0
19589,68.3,66.0
19590,72.7,75.0
19592,70.3,70.0
19593,74.3,75.8
19594,68.0,70.5
19595,80.7,80.8
19597,68.3,76.8
19598,66.3,68.5
19600,80.7,80.8
19601,71.3,72.8
19604,74.3,75.8
19609,64.3,69.2
19610,70.3,70.0
19613,68.0,70.5
19614,72.0,69.8
19620,70.7,72.8
19622,68.3,76.8
19623,74.3,75.8
19624,72.0,69.8
19625,80.7,80.8
19626,74.3,75.8
19629,72.7,75.0
19631,72.3,75.8
19632,75.3,73.5
19633,78.3,77.8
19634,80.7,80.8
19642,71.0,66.2
19643,76.0,76.2
19644,74.3,75.8
19648,65.3,71.8
19650,82.0,78.5
19652,71.3,75.5
19656,77.3,79.2
19657,64.0,58.0
19658,78.3,76.8
19659,77.3,76.2
19660,81.0,79.2
19661,76.7,78.0
19665,64.0,58.0
19672,86.7,82.5
19673,87.0,84.0
19674,67.3,73.8
19675,80.0,82.0
19676,72.0,71.0
19678,87.0,85.2
19679,77.3,77.8
19680,72.3,75.8
19681,74.3,75.2
19682,76.3,79.5
19684,75.3,77.2
19687,73.7,73.0
19688,86.7,83.5
19690,75.7,80.0
19694,85.0,78.2
19695,76.3,76.0
19696,75.0,72.2
19697,74.0,78.0
19698,77.3,81.0
19699,79.3,76.5
19703,81.0,80.0
19704,75.3,80.2
19705,72.7,65.2
19706,75.3,75.5
19707,75.3,76.2
19708,71.3,74.2
19710,67.3,78.8
19712,71.7,73.5
19713,74.7,78.2
19714,70.0,72.2
19715,70.7,73.0
19716,79.3,85.8
19717,69.7,74.2
19719,69.0,73.0
19721,74.3,73.5
19723,80.7,78.8
19724,74.7,81.2
19725,84.7,87.0
19726,74.3,77.8
19727,82.3,74.2
19733,86.3,86.2
19735,75.3,76.8
19736,74.3,74.2
19738,84.3,82.8
19739,70.3,72.8
19741,78.7,75.5
19742,83.3,82.8
19743,82.0,87.5
19746,75.7,69.8
19747,71.3,74.0
19748,82.7,78.2
19749,73.7,76.5
19750,76.0,77.2
19751,77.7,81.5
19752,90.7,83.5
19753,73.0,74.8
19754,79.3,80.0
19757,66.3,69.2
19758,72.7,71.5
19760,82.0,80.5
19761,69.7,70.2
19762,76.3,75.2
19763,71.0,74.5
19764,75.3,78.2
19765,74.3,74.8
19766,72.0,67.8
19767,74.0,75.8
19768,75.0,66.2
19770,73.0,77.2
19771,83.7,84.2
19772,79.0,81.5
19775,74.0,71.0
19778,72.3,71.0
19780,74.7,72.2
19785,66.0,67.8
19786,76.7,77.5
19789,71.0,74.5
19792,73.3,74.8
19793,76.7,80.0
19796,90.7,83.5
19797,70.3,72.8
19799,66.3,69.2
19801,81.0,81.8
19802,82.0,80.5
19803,83.3,82.8
19805,75.0,66.2
19808,75.7,69.8
19809,71.3,74.0
19811,71.3,74.2
19813,73.7,76.5
19816,77.0,75.0
19817,79.3,80.0
19818,79.3,85.8
19819,69.0,73.0
19820,73.0,77.2
19821,83.7,84.2
19822,76.7,78.8
19823,74.0,71.0
19825,74.7,72.2
19827,81.0,80.0
19828,84.7,87.0
19829,76.7,80.0
19830,74.7,78.2
19833,79.7,79.5
19834,69.7,73.0
19835,78.7,75.5
19836,75.0,72.2
19837,71.0,74.5
19842,73.0,77.8
19844,75.3,80.2
19845,75.3,75.5
19846,79.7,79.8
19847,71.0,74.5
19848,73.3,74.8
19849,82.0,78.8
19850,75.0,79.8
19853,74.0,78.0
19854,77.3,81.0
19855,74.3,74.8
19857,82.0,87.5
19860,75.3,76.2
19861,82.7,78.2
19862,67.3,78.8
19863,76.0,77.2
19865,70.0,72.2
19867,69.7,74.2
19868,74.0,75.8
19869,74.3,73.5
19870,72.3,71.0
19872,74.7,81.2
19873,74.3,77.8
19874,82.3,74.2
19876,73.0,74.8
19877,87.3,85.8
19878,72.7,69.2
19879,87.0,83.8
19881,75.3,78.2
19883,86.3,86.2
19884,75.3,76.8
19885,72.0,67.8
19887,74.3,74.2
19888,76.7,78.8
19889,74.0,77.5
19894,84.3,82.8
19896,66.0,67.8
19897,76.7,77.5
19899,85.0,83.2
19901,79.7,79.8
19902,71.0,74.5
19907,85.3,78.0
19910,64.0,59.8
19913,69.7,70.2
19914,74.0,75.8
19916,70.3,72.8
19918,79.3,85.8
19919,69.7,74.2
19921,75.0,66.2
19923,71.3,74.0
19924,71.3,74.2
19925,73.7,76.5
19927,77.7,81.5
19928,87.3,85.8
19929,71.7,72.2
19930,83.3,82.8
19931,86.3,86.2
19932,69.0,73.0
19933,72.0,67.8
19934,76.7,78.8
19936,74.0,77.5
19937,82.7,78.2
19938,85.0,83.2
19939,73.3,74.8
19940,82.0,78.8
19941,74.3,77.8
19943,76.3,75.2
19944,77.3,81.0
19947,79.0,81.5
19948,72.3,71.0
19951,72.7,65.2
19953,79.7,79.8
19954,84.7,87.0
19956,71.7,73.5
19958,72.7,69.2
19959,69.7,70.2
19960,79.3,76.5
19961,75.3,76.8
19963,75.0,79.8
19965,70.3,72.8
19966,69.7,73.0
19967,69.0,73.0
19968,75.0,66.2
19970,83.7,84.2
19971,74.0,71.0
19973,82.7,78.2
19974,76.7,80.0
19975,77.7,81.5
19976,90.7,83.5
19977,79.3,80.0
19978,87.3,85.8
19980,72.7,71.5
19982,71.7,72.2
19983,83.3,82.8
19985,82.0,87.5
19987,74.3,74.2
19988,64.0,59.8
19989,73.0,77.2
19990,74.0,77.5
19994,85.0,83.2
19996,71.3,74.2
19997,79.7,79.8
19998,80.7,78.8
20000,67.3,78.8
20006,82.3,74.2
20007,73.0,74.8
20038,76.7,78.8
20039,74.0,77.5
20047,76.7,78.8
20053,71.7,72.2
20054,76.7,78.8
20067,71.0,74.5
20074,77.3,81.0
20077,75.3,80.2
20079,73.0,77.8
20080,79.0,81.5
20083,75.3,75.5
20084,70.7,68.5
20085,78.7,75.5
20086,75.3,80.2
20088,79.0,81.5
20092,70.7,68.5
20093,69.7,70.2
20095,75.3,80.2
20100,72.7,71.5
20101,69.7,70.2
20103,75.3,80.2
20105,74.7,78.2
20106,69.7,70.2
20107,75.3,75.5
20109,68.7,71.8
20110,81.0,80.0
20111,75.3,80.2
20115,75.3,80.2
20116,71.0,74.5
20118,75.0,66.2
20125,73.3,74.8
20128,77.7,81.5
20131,72.7,71.5
20132,71.7,72.2
20133,77.3,81.0
20142,67.3,78.8
20144,79.3,80.0
20146,69.7,73.0
20147,64.7,69.2
20149,69.7,74.2
20150,86.3,86.2
20152,82.0,87.5
20153,75.3,76.8
20154,74.3,74.2
20155,83.7,84.2
20156,76.7,78.8
20157,81.0,80.0
20158,84.3,82.8
20159,75.3,76.2
20161,82.7,78.2
20162,85.0,83.2
20163,79.7,79.8
20164,73.7,76.5
20165,80.7,78.8
20166,74.7,81.2
20168,71.7,73.5
20169,76.7,80.0
20170,74.3,77.8
20171,85.3,78.0
20172,70.7,68.5
20173,70.3,72.8
20175,70.7,73.0
20177,69.0,73.0
20178,74.3,73.5
20179,79.0,81.5
20180,74.0,71.0
20182,71.3,74.0
20184,82.0,78.8
20192,68.7,71.8
20196,70.0,72.2
20197,69.7,73.0
20198,71.7,72.2
20199,64.7,69.2
20200,69.7,74.2
20201,85.0,83.2
20202,82.3,74.2
20204,77.7,81.5
20205,70.3,72.8
20206,73.0,74.8
20209,87.3,85.8
20210,79.7,79.5
20213,77.3,81.0
20214,83.3,82.8
20215,69.0,73.0
20216,82.0,87.5
20217,75.3,76.8
20218,74.3,74.2
20222,74.0,71.0
20228,81.0,80.0
20231,75.7,69.8
20232,75.3,80.2
20237,82.7,78.2
20238,71.3,74.2
20239,79.7,79.8
20240,74.7,81.2
20242,76.0,77.2
20243,84.7,87.0
20244,75.0,79.8
20247,71.7,73.5
20249,74.3,77.8
20250,74.7,78.2
20254,68.3,69.8
20258,77.7,81.5
20260,71.0,74.5
20261,75.0,66.2
20265,71.7,72.2
20266,78.7,75.5
20270,74.7,78.2
20271,75.3,75.5
20273,85.0,83.2
20274,83.7,84.2
20275,86.3,86.2
20276,81.0,80.0
20277,76.7,80.0
20278,74.0,77.5
20279,79.7,79.5
20281,70.7,68.5
20282,90.7,83.5
20283,70.0,72.2
20284,70.3,72.8
20287,66.0,67.8
20290,76.7,78.8
20292,79.3,80.0
20294,70.7,68.5
20296,74.3,77.8
20297,71.3,74.2
20301,67.3,78.8
20302,86.3,86.2
20303,76.7,80.0
20304,74.0,77.5
20305,74.0,78.0
20306,77.7,81.5
20307,82.0,80.5
20310,70.7,68.5
20311,64.0,59.8
20314,83.3,82.8
20315,75.7,69.8
20316,81.0,80.0
20317,82.0,78.8
20318,73.0,77.2
20319,87.3,85.8
20320,79.3,80.0
20322,74.0,75.8
20327,70.0,72.2
20328,71.0,74.5
20329,84.7,87.0
20330,79.3,85.8
20331,71.0,74.5
20334,73.3,74.8
20335,68.3,69.8
20336,83.7,84.2
20337,74.7,81.2
20338,67.3,78.8
20339,70.3,72.8
20340,64.0,59.8
20341,79.7,79.8
20342,71.3,74.2
20347,73.3,74.8
20349,75.3,76.2
20350,74.0,78.0
20351,87.3,85.8
20355,83.3,82.8
20356,85.3,78.0
20357,85.0,83.2
20358,74.0,77.5
20359,74.0,75.8
20360,64.0,59.8
20361,82.0,87.5
20362,79.3,85.8
20363,75.0,79.8
20365,82.7,78.2
20367,73.3,74.8
20370,74.7,81.2
20371,77.3,81.0
20372,82.0,78.8
20373,74.3,74.2
20376,69.7,74.2
20377,71.7,73.5
20378,86.3,86.2
20379,79.3,80.0
20380,64.0,59.8
20381,74.0,77.5
20382,87.3,85.8
20383,76.7,78.8
20384,82.7,78.2
20385,79.7,79.8
20386,74.3,74.8
20387,75.3,80.2
20388,85.0,83.2
20389,86.3,86.2
20390,90.7,83.5
20392,79.3,85.8
20393,71.0,74.5
20394,82.0,87.5
20395,87.0,83.8
20396,82.0,78.8
20397,87.3,85.8
20398,71.7,73.5
20399,82.0,80.5
20400,82.7,78.2
20401,79.7,79.8
20402,85.0,83.2
20403,85.3,78.0
20404,75.0,66.2
20405,77.3,81.0
20406,86.3,86.2
20407,90.7,83.5
20408,87.0,83.8
20409,75.3,75.5
20410,74.7,81.2
20411,87.3,85.8
20412,74.0,77.5
20413,82.0,87.5
20414,83.3,82.8
20415,76.7,78.8
20416,82.7,78.2
20417,79.7,79.8
20418,71.0,74.5
20419,84.7,87.0
20420,75.0,66.2
20421,73.0,74.8
20422,77.3,81.0
20423,75.3,75.5
20424,74.0,75.8
20425,74.0,77.5
20426,81.0,80.0
20427,74.7,81.2
20428,75.0,79.8
20429,76.7,78.8
20430,80.7,78.8
20431,66.0,67.8
20432,83.3,82.8
20433,86.3,86.2
20434,85.3,78.0
20435,79.7,79.8
20436,79.3,85.8
20437,87.0,83.8
20438,87.3,85.8
20439,82.0,78.8
20440,82.0,80.5
20442,85.3,78.0
20443,87.0,83.8
20444,82.0,78.8
20445,79.7,79.8
20446,86.3,86.2
20447,79.3,85.8
20448,87.3,85.8
20449,86.3,86.2
20469,65.3,79.8
20470,63.7,60.0
20471,83.7,86.8
20472,75.7,76.5
20473,77.7,76.2
20474,75.7,76.5
20475,76.3,79.2
20478,68.0,72.0
20480,79.3,80.8
20484,83.0,82.2
20485,85.0,83.8
20493,86.0,83.8
20494,79.7,78.8
20495,67.7,71.8
20497,74.3,74.5
20500,90.3,84.0
20502,75.7,75.5
20503,74.3,77.8
20504,77.3,81.2
20506,73.3,77.2
20508,76.3,76.8
20509,77.3,75.2
20513,74.3,79.0
20514,85.3,82.2
20515,70.7,73.2
20516,71.3,73.8
20523,69.0,74.5
20525,74.0,74.5
20527,72.3,79.2
20535,83.7,88.2
20536,75.3,80.2
20537,77.3,81.2
20538,70.3,73.0
20540,70.0,72.2
20541,74.3,73.2
20543,83.7,86.8
20545,67.3,71.0
20547,63.7,60.0
20550,68.0,71.5
20552,85.0,83.8
20553,80.7,78.0
20554,73.3,77.2
20555,73.0,73.2
20556,75.3,83.2
20558,73.3,71.8
20564,76.0,79.5
20565,68.7,73.0
20566,67.0,68.5
20567,72.7,76.8
20568,86.3,87.5
20569,78.7,80.5
20570,75.7,70.8
20571,71.3,73.8
20574,82.3,82.2
20575,75.7,75.5
20576,85.3,82.2
20577,69.0,74.5
20579,76.3,79.5
20581,61.7,69.8
20582,74.3,77.8
20585,70.7,73.2
20586,67.3,69.5
20587,82.0,77.2
20590,76.3,76.8
20592,88.7,86.2
20593,63.7,60.0
20598,67.7,71.8
20600,86.0,83.8
20603,82.0,77.2
20604,76.0,79.5
20605,71.7,75.8
20606,73.0,73.2
20609,73.3,71.8
20610,90.3,84.0
20612,83.7,88.2
20613,71.3,72.5
20616,77.3,81.2
20617,79.7,78.8
20618,76.3,76.8
20619,77.7,76.2
20620,67.3,71.0
20621,88.3,85.8
20622,81.7,86.8
20623,79.3,80.8
20625,73.3,76.0
20629,76.3,79.5
20630,74.3,77.8
20631,76.3,75.5
20633,68.7,73.0
20636,79.0,74.8
20637,69.0,74.5
20638,72.3,72.2
20639,78.7,79.5
20640,62.7,71.5
20641,72.3,79.2
20642,77.0,74.8
20647,83.0,82.2
20648,65.3,79.8
20649,72.3,75.8
20650,75.7,76.5
20651,70.3,73.0
20653,70.0,72.2
20654,68.0,72.0
20655,74.3,73.2
20656,72.3,71.5
20661,76.3,76.8
20665,82.0,77.2
20666,76.0,79.5
20667,71.7,75.8
20668,74.3,74.5
20672,73.3,77.2
20674,71.3,70.0
20677,72.7,76.8
20678,86.3,87.5
20679,78.7,80.5
20681,71.3,73.8
20684,81.7,86.8
20686,68.7,73.0
20687,83.7,88.2
20688,75.3,80.2
20689,72.3,75.8
20690,75.7,76.5
20691,76.3,79.2
20694,68.0,72.0
20697,88.3,85.8
20699,72.3,71.5
20700,82.3,82.2
20701,77.3,81.2
20703,73.3,71.0
20704,76.3,79.5
20705,74.3,77.8
20708,77.3,81.2
20710,80.7,78.0
20712,76.3,76.8
20724,90.3,84.0
20725,70.7,74.5
20740,74.3,79.0
20742,88.3,85.8
20743,81.7,86.8
20744,79.3,80.8
20745,75.7,70.8
20746,73.3,76.0
20751,85.3,82.2
20752,83.7,86.8
20753,73.3,71.0
20754,71.7,75.8
20755,76.3,75.5
20756,82.0,77.2
20757,72.3,75.8
20759,83.0,82.2
20760,65.3,79.8
20761,77.7,76.2
20762,76.3,79.2
20766,90.3,84.0
20767,88.7,86.2
20768,80.0,81.5
20769,71.3,72.5
20770,76.3,79.5
20773,68.7,73.0
20777,78.0,78.5
20779,72.3,79.2
20785,86.0,83.8
20786,79.7,78.8
20787,67.7,71.8
20788,75.3,83.2
20789,74.3,74.5
20792,69.7,75.8
20803,68.0,71.5
20806,74.3,79.0
20807,85.3,82.2
20808,70.7,73.2
20809,73.3,76.0
20810,75.7,70.8
20813,86.3,87.5
20815,67.3,71.0
20816,73.0,77.2
20817,62.7,71.5
20822,83.7,86.8
20823,75.7,76.5
20824,77.3,81.2
20825,70.3,73.0
20828,70.0,72.2
20829,74.3,73.2
20831,72.7,76.8
20833,85.0,83.8
20834,80.7,78.0
20835,73.3,77.2
20836,73.0,73.2
20837,75.3,83.2
20838,73.3,71.8
20840,67.7,71.8
20841,90.3,84.0
20842,69.7,75.8
20843,88.7,86.2
20844,80.0,81.5
20845,72.3,71.5
20847,83.7,88.2
20848,73.3,71.0
20850,86.0,83.8
20851,76.3,79.5
20853,74.3,77.8
20855,76.3,76.8
20856,67.3,69.5
20857,76.3,75.5
20858,74.0,74.5
20859,71.3,75.8
20860,79.7,78.8
20888,63.7,60.0
20890,72.3,71.5
20894,69.7,75.8
20896,74.3,77.8
20903,69.7,75.8
20905,72.3,71.5
20906,74.3,77.8
20907,73.3,71.0
20908,71.3,73.8
20910,68.7,73.0
20912,76.3,79.5
20918,72.7,76.8
20928,63.7,60.0
20931,69.7,75.8
20933,74.3,77.8
20935,73.3,71.0
20938,68.7,73.0
20939,76.3,79.5
20941,73.3,71.0
20944,69.7,75.8
20945,76.3,79.5
20947,74.3,77.8
20949,72.3,71.5
20951,74.3,77.8
20953,76.3,76.8
20954,73.3,71.0
20956,76.3,79.5
20957,76.3,76.8
20960,67.3,69.2
20968,83.7,86.8
20969,77.7,76.2
20970,73.3,71.8
20974,76.3,76.8
20975,70.7,73.2
20976,83.0,82.2
20977,81.7,86.8
20978,65.3,79.8
20979,79.3,80.8
20980,74.3,73.2
20981,71.7,75.8
20983,88.3,85.8
20986,90.3,84.0
20988,76.3,79.5
20989,74.3,77.8
20990,77.3,81.2
20991,76.3,75.5
20992,70.3,73.0
20993,85.3,82.2
20994,85.0,83.8
20996,67.7,71.8
21003,88.7,86.2
21006,70.0,72.2
21009,80.7,78.0
21010,86.3,87.5
21011,78.7,80.5
21012,86.0,83.8
21014,81.0,78.2
21015,79.0,74.8
21016,75.3,73.2
21017,78.0,77.8
21026,70.7,73.2
21027,83.0,82.2
21028,77.7,76.2
21029,75.7,70.8
21030,71.7,75.8
21031,82.0,77.2
21032,76.3,79.2
21038,72.3,71.5
21043,64.0,62.8
21049,68.7,73.0
21050,73.3,71.8
21051,73.0,73.2
21052,85.0,83.8
21054,79.7,78.8
21056,83.7,88.2
21057,80.0,80.8
21058,72.0,71.0
21059,75.7,76.5
21060,78.0,77.8
21062,71.3,72.5
21063,78.7,79.5
21064,76.3,79.5
21065,74.3,77.8
21066,78.0,78.5
21068,76.3,76.8
21069,76.7,77.5
21070,76.3,75.5
21071,81.0,78.2
21073,76.3,76.8
21074,72.3,75.8
21075,74.3,79.0
21077,75.7,76.5
21078,74.3,74.5
21079,78.7,80.5
21080,86.0,83.8
21081,68.0,72.0
21096,79.7,78.8
21099,72.3,71.5
21100,77.3,75.2
21101,74.0,74.5
21104,83.7,88.2
21107,79.7,78.8
21108,82.3,82.2
21111,74.0,74.5
21113,72.3,71.5
21114,88.7,86.2
21115,76.3,79.5
21116,77.3,81.2
21117,76.7,77.5
21118,76.3,75.5
21119,76.3,76.8
21120,85.0,83.8
21122,80.0,81.5
21124,73.3,71.0
21125,65.3,79.8
21127,85.3,82.2
21133,75.7,76.5
21134,73.0,73.2
21136,75.3,80.2
21137,70.0,72.2
21138,77.3,81.2
21140,75.7,76.5
21141,80.7,78.0
21142,79.3,80.8
21143,74.3,73.2
21146,74.0,74.5
21147,90.3,84.0
21148,72.3,71.5
21150,78.7,79.5
21151,61.7,69.8
21152,74.3,77.8
21153,71.3,75.8
21154,86.7,78.5
21159,81.7,86.8
21161,72.7,76.8
21163,79.7,78.8
21164,76.0,79.5
21165,73.3,77.2
21166,88.3,85.8
21167,71.3,73.8
21168,68.0,72.0
21169,73.3,76.0
21171,62.7,71.5
21172,76.3,76.8
21174,88.7,86.2
21175,79.0,74.8
21176,77.7,74.0
21177,76.3,79.5
21178,77.3,81.2
21179,76.7,77.5
21180,76.3,75.5
21182,76.3,76.8
21183,74.3,79.0
21184,85.0,83.8
21185,75.7,76.5
21186,70.3,73.0
21187,75.3,83.2
21188,75.3,80.2
21189,72.3,75.8
21190,77.3,81.2
21193,86.3,87.5
21194,74.3,73.2
21195,82.0,77.2
21198,83.7,86.8
21201,75.7,70.8
21202,72.7,76.8
21203,67.7,71.8
21206,88.3,85.8
21207,76.0,79.5
21208,86.0,83.8
21210,73.3,76.0
21211,80.0,80.8
21213,72.3,71.5
21214,81.7,86.8
21217,74.3,77.8
21227,78.0,78.5
21228,72.3,79.2
21229,79.0,74.8
21231,88.7,86.2
21232,77.3,75.2
21233,90.3,84.0
21234,77.3,81.2
21235,78.0,77.8
21237,78.7,79.5
21238,61.7,69.8
21240,76.7,77.5
21241,86.7,78.5
21242,64.0,62.8
21243,72.0,71.0
21244,80.0,80.8
21245,72.3,79.2
21246,78.0,78.5
21247,81.0,78.2
21248,76.3,79.5
21249,67.0,68.5
21250,68.0,71.5
21251,71.3,75.8
21252,67.3,69.2
21253,88.7,86.2
21254,67.3,69.5
21255,76.3,76.8
21257,82.3,82.2
21258,90.3,84.0
21259,77.3,81.2
21260,78.7,79.5
21261,86.7,78.5
21263,72.0,71.0
21264,72.3,79.2
21265,75.7,75.5
21267,71.3,72.5
21268,77.7,74.0
21269,76.3,76.8
21270,73.0,77.2
21271,67.3,69.2
21273,76.3,76.8
21274,88.7,86.2
21275,81.0,78.2
21276,80.0,80.8
21277,78.0,78.5
21278,82.3,82.2
21280,70.7,74.5
21281,78.7,79.5
21282,71.3,75.8
21283,75.3,73.2
21284,80.0,81.5
21285,75.7,75.5
21287,64.0,62.8
21288,79.0,74.8
21289,78.0,77.8
21290,68.0,71.5
21291,71.3,72.5
21293,72.3,79.2
21294,76.3,76.8
21296,76.3,76.8
21298,81.0,78.2
21299,61.7,69.8
21300,88.7,86.2
21301,78.0,78.5
21302,74.0,74.5
21303,71.3,75.8
21304,82.3,82.2
21305,77.3,75.2
21307,79.0,74.8
21309,86.7,78.5
21310,64.0,62.8
21311,77.3,81.2
21312,72.3,79.2
21313,72.3,71.5
21316,68.0,71.5
21317,76.3,76.8
21318,61.7,69.8
21321,74.0,74.5
21322,62.7,71.5
21325,71.3,70.0
21326,88.7,86.2
21327,64.0,62.8
21328,80.0,81.5
21329,76.3,76.8
21330,78.0,78.5
21332,72.3,79.2
21333,76.3,76.8
21334,90.3,84.0
21335,80.0,80.8
21337,88.7,86.2
21338,76.3,76.8
21339,63.7,60.0
21340,78.0,77.8
21341,75.3,73.2
21346,76.3,76.8
21347,81.0,78.2
21352,78.7,79.5
21357,63.7,60.0
21358,80.0,80.8
21359,81.0,78.2
21364,63.7,60.0
21365,71.3,75.8
21370,81.0,78.2
21379,77.0,74.8
21380,71.3,70.0
21390,62.7,71.5
21393,81.0,78.2
21396,61.7,69.8
21400,74.0,74.5
21401,72.3,71.5
21402,75.3,73.2
21403,72.3,72.2
21411,72.3,71.5
