,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,neutral_location
19849,23,101,917,343,8,0,0
19850,7,59,1210,629,5,2,0
19851,125,116,255,277,1,1,0
19852,71,52,486,646,0,0,0
19853,58,204,629,10,5,0,0
19854,26,41,848,714,1,1,0
19855,30,95,815,377,2,1,0
19856,99,96,361,368,1,0,1
19857,1,92,1606,388,5,1,0
19858,126,83,253,413,1,1,0
19859,120,15,266,1055,0,1,0
19860,73,20,471,945,1,0,0
19861,6,37,1249,749,4,2,0
19862,19,191,966,43,3,0,0
19863,55,43,635,701,2,2,0
19864,137,88,218,400,1,0,0
19865,66,17,551,1035,0,1,0
19866,135,161,224,135,3,1,0
19867,87,27,404,842,2,2,0
19868,22,184,931,67,2,0,0
19869,82,11,420,1183,0,1,0
19870,103,187,328,55,4,0,0
19871,156,57,147,631,0,1,0
19872,32,103,789,327,1,0,0
19873,24,18,887,977,0,2,0
19874,13,34,1088,769,0,1,0
19875,158,110,146,304,3,3,1
19876,50,75,661,465,2,1,0
19877,5,70,1265,486,4,0,0
19878,88,79,400,429,1,0,1
19879,2,9,1589,1194,3,0,0
19880,152,122,172,260,2,2,0
19881,35,4,767,1325,1,3,0
19882,84,36,413,761,1,2,0
19883,8,77,1207,454,2,1,0
19884,47,206,665,0,4,0,0
19885,74,14,467,1085,3,2,0
19886,147,166,188,125,2,0,0
19887,59,93,629,384,1,0,0
19888,40,48,736,664,3,3,0
19889,51,56,659,635,1,3,1
19890,148,144,182,191,4,0,0
19891,115,124,280,258,5,0,0
19892,101,38,343,738,1,1,0
19893,154,112,155,292,1,3,0
19894,29,23,818,917,2,0,0
19895,91,174,389,101,10,0,0
19896,60,21,618,935,2,1,0
19897,39,68,738,524,0,1,0
19898,12,10,1102,1190,1,1,0
19899,3,7,1386,1210,2,0,0
19900,85,86,405,404,1,2,0
19901,64,25,558,864,1,1,0
19902,53,52,641,646,0,3,0
19903,151,118,175,272,2,1,0
19904,140,175,213,101,3,0,0
19905,99,28,361,827,2,1,0
19906,136,162,221,133,2,1,0
19907,16,46,1043,666,4,2,0
19908,130,172,241,109,5,0,0
19909,128,123,247,259,1,1,1
19910,107,182,316,72,4,1,0
19911,157,49,141,669,0,5,0
19912,181,160,71,128,2,3,0
19913,94,79,366,438,1,1,0
19914,21,46,919,698,1,2,1
19915,108,163,302,120,0,3,0
19916,90,91,391,391,4,1,0
19917,170,155,109,166,1,2,0
19918,18,47,1012,681,4,1,0
19919,74,80,473,428,3,0,0
19920,142,125,210,251,0,2,0
19921,34,49,784,669,2,1,1
19922,93,53,368,641,2,1,0
19923,23,11,889,1134,0,1,0
19924,45,33,705,806,2,0,0
19925,29,20,820,931,0,1,0
19926,173,100,100,352,0,1,0
19927,67,41,539,720,3,0,0
19928,5,16,1332,1059,3,3,0
19929,57,38,626,748,0,2,0
19930,12,1,1115,1631,0,0,0
19931,7,14,1226,1072,2,0,0
19932,107,86,305,409,1,0,0
19933,69,43,510,714,0,0,0
19934,44,2,711,1618,1,3,1
19935,132,170,232,110,4,1,1
19936,62,13,588,1094,2,1,0
19937,6,17,1322,1033,0,0,0
19938,3,63,1446,576,3,0,0
19939,74,32,472,814,0,2,0
19940,25,15,872,1065,1,0,0
19941,30,24,818,884,2,1,0
19942,127,103,237,331,1,1,1
19943,35,66,751,551,3,1,0
19944,19,26,1001,866,0,0,0
19945,163,108,120,302,1,0,0
19946,92,72,384,487,0,0,0
19947,61,48,600,679,0,2,0
19948,85,58,410,619,2,0,0
19949,117,146,270,188,1,1,0
19950,129,104,232,328,3,1,0
19951,122,10,256,1159,0,0,0
19952,97,46,360,698,0,1,0
19953,65,4,562,1444,0,1,0
19954,8,22,1217,913,5,0,0
19955,83,157,418,141,2,2,0
19956,28,87,834,406,0,0,0
19957,77,42,450,717,2,2,0
19958,79,136,438,227,1,1,0
19959,94,70,366,503,1,1,0
19960,52,30,651,818,1,1,0
19961,47,18,681,1012,0,0,0
19962,182,80,68,428,0,3,0
19963,11,23,1134,889,0,0,0
19964,124,158,252,136,6,0,0
19965,90,86,391,409,3,2,0
19966,36,63,749,576,1,0,1
19967,107,91,305,391,2,2,0
19968,34,51,784,662,1,0,1
19969,80,77,428,450,1,1,0
19970,15,25,1065,872,0,0,0
19971,183,129,67,233,4,3,0
19972,170,132,110,232,1,4,1
19973,6,16,1322,1059,0,1,0
19974,33,71,806,498,2,3,0
19975,67,119,539,265,3,0,0
19976,4,41,1444,720,2,4,1
19977,39,17,745,1033,2,1,0
19978,5,44,1332,711,1,0,0
19979,190,110,50,300,2,4,0
19980,55,64,639,568,4,0,0
19981,170,113,109,281,0,1,0
19982,57,13,626,1094,0,4,0
19983,12,2,1115,1618,0,0,0
19984,92,147,384,185,0,0,0
19985,1,7,1631,1226,2,2,0
19986,142,100,210,352,0,1,0
19987,53,22,641,913,1,0,0
19988,105,155,327,166,2,2,0
19989,26,19,866,1001,1,5,0
19990,62,38,588,748,1,1,0
19991,180,120,80,264,3,4,0
19992,176,116,93,272,0,0,0
19993,84,156,417,144,8,1,0
19994,3,27,1446,842,1,1,0
19995,97,21,360,919,1,1,0
19996,45,20,705,931,0,3,0
19997,65,8,562,1217,3,3,0
19998,32,74,814,472,2,1,0
19999,173,125,100,251,0,3,0
20000,24,58,884,619,1,0,0
20001,123,112,254,296,0,0,0
20002,83,165,418,117,1,1,0
20003,114,143,279,199,2,1,0
20004,72,76,487,470,1,0,0
20005,121,154,260,168,0,0,0
20006,14,49,1072,669,1,1,0
20007,43,69,714,510,3,1,0
20008,10,122,1159,256,2,0,0
20009,175,80,94,428,0,2,0
20010,188,80,51,428,0,1,0
20011,154,164,144,117,2,1,0
20012,156,84,138,406,1,1,0
20013,184,118,62,279,1,3,1
20014,154,190,144,45,4,0,0
20015,115,199,282,17,3,0,1
20016,206,148,0,178,0,8,1
20017,185,156,54,138,1,2,0
20018,111,120,300,269,2,0,0
20019,184,196,62,31,2,1,1
20020,77,142,442,193,0,0,1
20021,113,160,290,131,1,0,0
20022,135,118,220,279,3,0,0
20023,190,115,45,282,0,4,1
20024,154,199,144,17,3,2,0
20025,135,196,220,31,3,1,0
20026,74,138,470,215,0,0,1
20027,196,118,31,279,1,0,1
20028,111,77,300,442,0,0,0
20029,152,145,171,187,0,3,1
20030,135,184,220,62,2,0,0
20031,154,115,144,282,0,1,0
20032,148,178,178,93,0,0,1
20033,185,206,54,0,5,0,0
20034,138,145,215,187,4,1,1
20035,120,77,269,442,0,0,1
20036,74,152,470,171,5,1,1
20037,206,156,0,138,2,4,1
20038,55,114,622,282,1,0,0
20039,59,60,563,560,2,2,1
20040,120,142,269,193,2,1,1
20041,185,178,54,93,1,1,0
20042,145,74,187,470,1,1,1
20043,111,142,300,193,1,0,0
20044,152,138,171,215,0,0,1
20045,178,206,93,0,4,0,1
20046,156,148,138,178,0,0,1
20047,55,60,622,560,2,1,0
20048,114,59,282,563,0,1,1
20049,111,138,300,215,1,0,0
20050,102,187,336,53,1,2,0
20051,178,156,93,138,2,3,1
20052,185,148,54,178,3,2,0
20053,60,114,560,282,1,1,1
20054,55,59,622,563,1,4,0
20055,138,74,215,470,1,2,1
20056,115,188,282,52,0,0,0
20057,189,63,52,543,1,2,0
20058,101,73,351,476,0,1,1
20059,115,79,282,437,1,1,1
20060,102,120,328,268,4,0,1
20061,107,88,312,399,1,1,0
20062,189,101,52,351,0,1,0
20063,73,63,476,543,0,0,1
20064,79,102,437,328,2,1,1
20065,120,115,268,282,0,1,1
20066,189,73,52,476,0,0,0
20067,63,101,543,351,0,2,1
20068,79,120,437,268,3,0,1
20069,102,115,328,282,1,1,1
20070,79,73,437,476,0,0,1
20071,101,115,351,282,1,0,1
20072,101,73,351,476,0,0,1
20073,89,18,396,997,1,1,1
20074,12,18,1098,997,0,1,1
20075,162,22,121,909,0,6,0
20076,107,66,312,531,1,2,1
20077,40,99,737,353,4,0,0
20078,162,22,121,909,1,4,0
20079,65,136,531,220,1,2,1
20080,61,118,561,274,0,1,1
20081,74,75,467,448,3,1,1
20082,88,146,399,187,3,0,1
20083,51,113,639,294,0,0,1
20084,141,44,200,704,0,0,1
20085,45,96,695,362,0,1,1
20086,40,65,737,531,3,1,0
20087,136,99,220,353,1,0,1
20088,61,72,543,465,0,2,1
20089,73,111,445,300,0,1,1
20090,89,51,389,651,0,1,1
20091,116,141,281,201,1,0,1
20092,142,45,199,706,1,0,1
20093,96,44,369,708,2,0,1
20094,100,66,339,510,0,1,1
20095,39,124,747,260,0,0,0
20096,111,72,300,465,1,1,1
20097,73,61,445,543,0,0,1
20098,141,51,201,651,1,3,1
20099,116,89,281,389,0,1,1
20100,44,45,708,706,1,1,1
20101,96,142,369,199,0,0,1
20102,166,59,112,569,0,1,1
20103,39,111,747,300,2,0,0
20104,72,124,465,260,0,1,1
20105,25,38,867,752,0,0,0
20106,96,89,369,389,1,1,1
20107,51,142,651,199,2,1,1
20108,118,166,281,112,0,0,1
20109,55,59,625,569,2,2,1
20110,17,38,1032,752,1,0,1
20111,39,89,747,389,3,1,0
20112,124,51,260,651,0,1,1
20113,131,59,233,569,0,1,1
20114,89,124,389,260,1,1,1
20115,39,51,747,651,4,0,0
20116,64,166,521,111,3,0,0
20117,85,64,405,521,4,1,0
20118,33,98,791,359,4,0,0
20119,130,181,232,90,1,0,1
20120,139,184,211,77,3,2,0
20121,83,101,405,332,2,3,0
20122,117,173,275,100,1,0,0
20123,183,171,82,102,0,1,0
20124,109,128,309,240,0,0,1
20125,76,141,440,210,1,1,1
20126,153,155,148,145,0,0,0
20127,77,108,437,312,2,2,0
20128,60,146,552,185,4,1,0
20129,125,73,253,449,0,0,0
20130,177,159,96,125,4,2,0
20131,56,96,587,367,2,0,1
20132,65,20,507,983,0,6,0
20133,12,53,1108,605,1,0,0
20134,163,201,120,13,4,0,0
20135,97,131,363,231,1,1,1
20136,115,142,282,202,5,1,1
20137,186,158,65,133,0,1,0
20138,178,189,95,48,2,2,0
20139,185,83,68,405,0,1,0
20140,116,182,276,88,3,1,0
20141,122,168,264,110,3,2,0
20142,29,79,822,430,2,1,1
20143,129,95,238,370,0,0,0
20144,28,62,825,536,3,0,0
20145,127,93,242,375,0,1,0
20146,40,41,714,700,0,1,0
20147,82,47,406,673,1,1,0
20148,92,46,378,675,0,0,0
20149,68,75,502,441,0,0,1
20150,9,13,1185,1105,2,3,0
20151,164,121,119,265,1,1,0
20152,1,6,1609,1228,1,1,0
20153,45,8,685,1196,0,1,0
20154,50,136,637,223,2,3,0
20155,14,4,1061,1359,0,2,1
20156,55,67,593,506,1,1,1
20157,17,18,1038,1026,3,0,1
20158,21,16,963,1046,0,1,0
20159,57,37,578,740,4,1,0
20160,11,15,1128,1052,2,0,1
20161,6,52,1228,609,0,1,0
20162,3,44,1360,686,2,1,1
20163,63,2,530,1489,0,3,0
20164,32,26,796,871,0,1,0
20165,27,72,861,451,1,1,1
20166,34,42,779,693,1,2,1
20167,171,150,103,161,3,2,0
20168,23,33,919,791,1,0,0
20169,38,31,729,803,1,0,0
20170,35,69,777,493,1,1,1
20171,22,43,931,689,2,0,1
20172,141,108,210,312,2,2,1
20173,91,86,384,398,0,0,0
20174,149,144,172,192,1,0,0
20175,90,120,387,267,1,0,1
20176,132,105,229,317,2,2,1
20177,101,147,332,181,4,0,0
20178,94,36,375,748,1,2,0
20179,71,128,478,240,2,2,1
20180,176,109,97,309,1,0,1
20181,104,70,322,484,2,0,0
20182,24,59,878,553,2,1,0
20183,101,74,332,442,2,2,1
20184,19,10,1001,1160,1,2,0
20185,153,155,148,145,4,3,0
20186,78,179,435,94,3,1,0
20187,77,76,437,440,0,2,0
20188,152,184,151,77,0,0,0
20189,163,107,120,316,2,1,0
20190,97,181,363,90,3,0,1
20191,206,131,0,231,1,0,0
20192,49,139,643,211,1,1,0
20193,173,51,100,611,1,3,0
20194,116,182,276,88,3,3,0
20195,129,29,238,822,2,3,0
20196,58,57,557,578,0,1,0
20197,40,136,714,223,2,1,1
20198,65,43,507,689,1,4,0
20199,82,47,406,673,1,0,0
20200,68,185,502,68,5,0,1
20201,3,21,1360,963,0,3,1
20202,20,22,983,931,0,1,1
20203,148,171,176,102,2,1,1
20204,60,33,552,791,1,2,1
20205,91,147,384,181,0,1,0
20206,37,13,740,1105,0,0,1
20207,127,75,242,441,1,1,1
20208,125,114,253,291,4,0,0
20209,5,69,1336,493,4,0,0
20210,41,27,700,861,0,0,1
20211,142,186,202,65,1,0,0
20212,121,105,265,317,3,2,1
20213,12,10,1108,1160,0,0,0
20214,16,14,1046,1061,1,1,0
20215,101,86,332,398,2,0,0
20216,1,2,1609,1489,0,1,0
20217,45,44,685,686,1,0,1
20218,50,32,637,796,0,1,0
20219,83,74,405,442,1,1,0
20220,117,113,275,292,1,1,0
20221,119,145,269,190,2,0,0
20222,176,56,97,587,2,0,1
20223,115,99,282,338,2,1,0
20224,183,197,82,31,2,2,0
20225,87,178,390,95,2,1,0
20226,83,28,405,825,0,4,0
20227,150,188,161,63,7,0,0
20228,17,15,1038,1052,0,1,1
20229,170,71,104,478,1,2,1
20230,189,158,48,133,0,2,0
20231,46,38,675,729,2,2,0
20232,42,72,693,451,2,0,0
20233,111,144,302,192,2,1,0
20234,103,73,331,449,1,0,0
20235,11,18,1128,1026,3,1,1
20236,122,124,264,255,2,1,0
20237,6,59,1228,553,3,2,0
20238,36,19,748,1001,1,0,0
20239,63,9,530,1185,1,3,0
20240,34,52,779,609,2,0,1
20241,191,133,43,226,0,0,0
20242,62,93,536,375,0,2,0
20243,6,4,1228,1359,6,1,0
20244,8,53,1196,605,6,0,0
20245,134,171,225,103,1,0,0
20246,146,39,185,728,2,0,0
20247,23,26,919,871,1,0,1
20248,78,123,435,263,0,0,0
20249,35,55,777,593,2,1,1
20250,25,30,875,816,1,0,0
20251,140,165,210,115,2,1,1
20252,178,188,95,63,7,0,0
20253,92,55,374,574,0,1,0
20254,110,148,294,175,0,1,0
20255,126,48,245,611,1,3,0
20256,124,48,250,611,0,2,0
20257,88,83,380,400,0,0,0
20258,62,70,516,444,0,2,1
20259,176,83,88,400,2,0,0
20260,70,44,444,656,2,0,1
20261,36,88,726,380,1,0,0
20262,118,86,272,386,3,0,0
20263,160,46,125,635,1,1,0
20264,111,131,289,239,0,1,0
20265,73,135,431,226,1,0,0
20266,50,54,603,582,0,1,1
20267,109,115,298,282,3,3,0
20268,114,106,284,311,2,1,1
20269,142,194,194,36,1,1,1
20270,24,57,880,548,3,0,0
20271,47,38,635,711,1,1,0
20272,111,145,289,189,1,0,0
20273,4,14,1306,1012,2,2,0
20274,20,67,947,461,2,1,1
20275,7,31,1166,775,2,0,0
20276,15,21,1008,931,0,0,1
20277,37,36,714,726,2,1,0
20278,61,59,519,529,2,0,0
20279,41,43,687,670,0,0,0
20280,119,161,268,124,0,1,1
20281,138,142,220,194,1,2,1
20282,5,108,1253,302,4,0,0
20283,56,152,548,163,0,3,1
20284,98,185,346,61,1,1,1
20285,126,75,245,423,3,0,0
20286,11,34,1106,734,2,0,0
20287,55,27,574,837,0,0,0
20288,114,194,284,36,1,1,1
20289,142,106,194,311,0,3,1
20290,60,50,528,602,0,2,0
20291,115,74,282,425,1,0,1
20292,26,66,840,493,1,0,0
20293,119,142,268,194,1,1,1
20294,138,161,220,124,1,0,1
20295,93,133,364,228,2,0,0
20296,30,42,777,681,0,0,1
20297,32,9,737,1145,3,2,1
20298,83,28,400,825,0,0,0
20299,106,194,311,36,2,1,1
20300,142,114,194,284,0,1,1
20301,29,19,785,968,1,1,0
20302,7,20,1166,947,3,1,0
20303,37,14,714,1012,2,2,1
20304,61,41,519,687,1,3,0
20305,45,40,646,699,0,4,1
20306,64,58,499,545,2,3,0
20307,16,46,988,635,0,0,1
20308,185,95,61,361,0,1,1
20309,142,161,194,124,6,0,1
20310,138,119,220,268,0,0,1
20311,97,121,354,262,5,0,0
20312,85,59,392,529,1,0,1
20313,122,73,252,431,0,2,0
20314,13,47,1040,635,2,1,0
20315,43,65,670,495,0,2,0
20316,15,34,1008,734,1,0,0
20317,23,12,889,1053,0,0,0
20318,31,24,775,880,2,1,0
20319,3,4,1345,1306,0,0,0
20320,26,1,840,1543,2,1,0
20321,109,74,298,425,2,1,0
20322,22,48,930,608,2,3,0
20323,78,107,411,308,0,0,1
20324,150,131,172,239,1,0,1
20325,139,93,216,364,1,0,0
20326,111,133,289,228,2,1,1
20327,56,30,548,777,1,4,1
20328,67,11,461,1106,0,3,1
20329,8,6,1161,1179,1,1,0
20330,18,2,975,1384,0,2,1
20331,25,27,858,837,3,0,0
20332,158,169,129,106,0,0,0
20333,132,58,230,545,0,0,1
20334,72,114,432,284,0,0,0
20335,113,142,286,194,1,1,1
20336,20,19,947,968,1,1,0
20337,35,9,731,1145,0,1,1
20338,29,42,785,681,1,2,1
20339,98,173,346,97,0,0,1
20340,97,111,354,289,3,0,0
20341,66,37,493,714,1,1,0
20342,32,62,737,506,2,0,0
20343,83,95,400,361,1,0,0
20344,117,126,272,245,3,0,0
20345,133,139,228,216,1,1,0
20346,121,133,262,228,0,1,1
20347,72,107,432,308,4,1,0
20348,131,142,239,194,0,2,1
20349,48,55,608,574,1,0,0
20350,45,47,646,635,1,0,1
20351,3,46,1345,635,3,0,0
20352,79,49,409,603,1,1,0
20353,78,114,411,284,1,0,1
20354,150,113,172,286,0,0,1
20355,12,23,1050,884,2,0,0
20356,14,95,1018,353,3,0,0
20357,4,66,1273,473,3,0,0
20358,57,59,543,536,0,0,1
20359,22,47,908,623,2,2,0
20360,97,120,349,255,1,2,0
20361,1,67,1558,465,2,1,0
20362,20,27,945,837,2,1,0
20363,6,61,1198,520,2,0,0
20364,126,37,239,708,0,1,1
20365,8,9,1182,1134,2,2,0
20366,123,112,246,290,0,4,1
20367,74,139,427,204,3,0,0
20368,106,147,307,175,0,1,1
20369,76,118,420,264,2,4,1
20370,34,59,750,536,5,1,1
20371,12,15,1051,989,2,0,0
20372,24,11,879,1125,0,0,0
20373,51,36,611,718,1,2,0
20374,94,41,359,685,1,3,0
20375,129,105,230,321,1,3,0
20376,63,78,486,417,2,0,0
20377,21,10,909,1125,0,1,1
20378,7,25,1198,872,1,1,0
20379,26,2,844,1430,0,3,0
20380,97,112,349,290,2,0,0
20381,57,27,543,837,0,2,1
20382,3,23,1298,884,4,1,0
20383,61,32,520,773,4,2,1
20384,8,126,1182,239,4,0,0
20385,70,67,456,465,5,0,0
20386,45,14,649,1018,0,1,1
20387,41,37,685,708,0,1,1
20388,4,10,1273,1125,3,3,1
20389,7,36,1198,718,2,1,1
20390,5,22,1241,908,1,1,1
20391,11,12,1125,1051,0,1,1
20392,20,48,945,617,2,0,1
20393,23,34,884,750,0,1,1
20394,1,15,1558,989,0,1,1
20395,2,6,1430,1198,1,1,1
20396,24,57,879,543,1,0,1
20397,3,55,1298,571,3,0,1
20398,21,12,909,1050,1,2,1
20399,16,61,985,520,1,2,1
20400,8,27,1182,837,1,2,1
20401,70,45,456,649,3,1,0
20402,4,41,1273,685,1,0,1
20403,14,67,1018,465,1,0,1
20404,37,10,708,1125,0,1,1
20405,12,36,1051,718,1,1,1
20406,7,11,1198,1125,1,0,1
20407,5,20,1241,945,0,3,1
20408,2,23,1430,884,2,0,1
20409,48,22,617,908,2,0,1
20410,34,6,750,1198,1,2,1
20411,3,21,1298,909,5,2,1
20412,57,15,543,989,1,2,1
20413,1,24,1558,879,2,1,1
20414,12,55,1050,571,6,1,1
20415,61,27,520,837,2,2,1
20416,8,16,1182,985,0,3,1
20417,70,14,456,1018,0,3,0
20418,67,45,465,649,2,1,1
20419,10,41,1125,685,2,2,1
20420,37,4,708,1273,1,1,1
20421,36,11,718,1125,0,2,1
20422,12,7,1051,1198,0,0,1
20423,48,5,617,1241,1,2,1
20424,22,20,908,945,1,2,1
20425,57,1,543,1558,2,0,1
20426,15,24,989,879,0,3,1
20427,34,2,750,1430,0,2,1
20428,6,23,1198,884,2,2,1
20429,61,8,520,1182,0,1,1
20430,27,16,837,985,0,1,1
20431,55,21,571,909,1,2,1
20432,12,3,1050,1298,0,1,1
20433,7,5,1198,1241,4,3,1
20434,14,4,1018,1273,2,1,1
20435,49,6,1758,2104,1,1,0
20436,12,15,2036,2014,1,1,1
20437,4,10,2160,2041,2,0,1
20438,5,41,2124,1816,3,2,1
20439,21,8,1955,2087,1,0,1
20440,17,7,1998,2099,1,1,1
20441,171,167,1004,1025,1,0,0
20442,14,2,2017,2164,0,2,1
20443,4,5,2160,2124,1,2,1
20444,21,7,1955,2099,0,2,1
20445,49,12,1758,2036,2,2,0
20446,2,5,2164,2124,1,0,1
20447,12,7,2036,2099,2,1,1
20448,5,7,2124,2099,2,0,1
20449,2,12,2164,2036,4,2,1
20450,151,113,1126,1373,0,0,0
20451,163,162,1052,1059,1,0,0
20452,101,84,1449,1534,0,3,0
20453,133,168,1263,1018,3,0,0
20454,130,77,1120,1312,0,0,1
20455,168,54,980,1400,1,5,0
20456,146,181,1064,940,1,0,0
20457,160,54,1005,1400,2,2,0
20458,160,181,1005,940,0,0,0
20459,194,200,904,888,0,1,0
20460,160,181,1005,940,0,2,0
20461,185,143,924,1072,1,4,0
20462,190,195,912,900,3,1,1
20463,151,148,1044,1056,1,1,0
20464,186,185,920,924,4,1,0
20465,185,190,924,912,2,0,1
20466,161,201,1004,884,1,2,1
20467,194,183,904,932,2,0,0
20468,165,143,985,1072,1,1,0
20469,26,9,1493,1580,3,0,0
20470,96,200,1242,888,2,0,1
20471,15,1,1561,1726,0,0,0
20472,44,35,1430,1468,1,2,0
20473,19,29,1536,1484,4,1,0
20474,53,87,1406,1280,2,0,0
20475,55,47,1392,1416,1,2,0
20476,116,96,1167,1242,0,2,0
20477,129,130,1122,1120,0,0,0
20478,100,180,1227,944,2,1,0
20479,195,70,900,1336,0,2,0
20480,23,13,1502,1565,2,0,0
20481,113,115,1180,1172,1,1,0
20482,110,79,1192,1304,0,1,0
20483,92,99,1260,1230,1,1,0
20484,17,20,1540,1535,2,1,0
20485,7,4,1599,1643,1,1,0
20486,91,77,1264,1312,2,0,0
20487,95,73,1247,1328,1,1,0
20488,186,190,920,912,1,1,0
20489,161,183,1004,932,4,0,1
20490,194,201,904,884,1,0,0
20491,177,153,952,1036,0,0,1
20492,182,160,936,1005,3,0,0
20493,21,18,1532,1538,1,1,0
20494,38,49,1455,1410,1,2,0
20495,58,93,1384,1256,1,0,0
20496,127,36,1130,1459,0,1,0
20497,28,41,1490,1440,0,0,0
20498,90,184,1268,928,3,1,0
20499,105,141,1207,1080,0,0,0
20500,11,146,1574,1064,3,0,1
20501,125,171,1135,971,2,0,0
20502,60,54,1376,1400,2,0,1
20503,57,32,1387,1471,2,0,0
20504,16,5,1560,1627,1,4,1
20505,98,75,1236,1320,1,0,0
20506,40,2,1444,1723,0,4,0
20507,169,155,976,1028,1,1,0
20508,22,3,1508,1657,0,2,0
20509,31,14,1476,1563,1,2,1
20510,150,200,1048,888,0,0,1
20511,126,170,1132,972,0,3,0
20512,163,206,999,868,4,0,0
20513,8,32,1597,1471,6,0,0
20514,6,9,1615,1580,1,2,0
20515,27,39,1492,1452,1,2,0
20516,62,51,1364,1409,1,0,0
20517,94,42,1250,1436,0,1,0
20518,78,203,1306,876,5,0,0
20519,85,175,1286,957,4,0,0
20520,195,190,900,912,1,0,0
20521,143,128,1072,1128,1,0,0
20522,149,47,1052,1416,1,1,0
20523,86,148,1284,1056,1,1,0
20524,172,66,964,1351,1,1,0
20525,74,101,1327,1224,0,0,0
20526,106,52,1200,1408,2,0,0
20527,65,103,1355,1216,6,0,0
20528,117,76,1166,1315,1,1,0
20529,82,140,1296,1084,0,0,0
20530,201,183,884,932,3,0,1
20531,194,161,904,1004,0,2,0
20532,173,132,960,1116,0,2,0
20533,181,206,940,868,11,0,0
20534,204,72,872,1332,1,2,0
20535,1,17,1726,1540,2,1,0
20536,35,26,1468,1493,1,0,0
20537,9,19,1580,1536,2,0,0
20538,47,53,1416,1406,1,0,0
20539,87,55,1280,1392,2,1,0
20540,96,129,1242,1122,1,0,0
20541,70,100,1336,1227,2,0,0
20542,180,195,944,900,2,0,0
20543,15,20,1561,1535,2,1,0
20544,79,84,1304,1288,0,0,1
20545,83,118,1292,1164,1,1,0
20546,136,67,1100,1344,1,2,0
20547,96,150,1242,1048,2,0,1
20548,199,79,892,1304,0,8,1
20549,188,178,916,948,3,1,1
20550,54,202,1400,880,4,0,0
20551,135,173,1104,960,1,0,0
20552,7,21,1599,1532,1,0,0
20553,13,38,1565,1455,2,3,0
20554,40,58,1444,1384,2,0,0
20555,41,127,1440,1130,2,0,0
20556,36,28,1459,1490,2,2,0
20557,130,116,1120,1167,1,1,0
20558,141,90,1080,1268,2,0,0
20559,184,105,928,1207,1,1,0
20560,113,75,1180,1320,0,0,0
20561,166,171,984,971,1,3,0
20562,159,89,1012,1274,2,2,0
20563,92,73,1260,1328,2,1,0
20564,49,44,1410,1430,5,1,0
20565,70,59,1336,1378,2,2,0
20566,81,168,1300,980,10,0,0
20567,32,2,1471,1723,0,3,0
20568,9,4,1580,1643,6,0,0
20569,39,23,1452,1502,1,0,0
20570,51,42,1409,1436,2,1,0
20571,62,94,1364,1250,1,0,0
20572,203,85,876,1286,0,3,0
20573,175,78,957,1306,0,0,0
20574,14,11,1563,1574,0,0,1
20575,60,146,1376,1064,2,0,1
20576,6,8,1615,1597,1,0,0
20577,86,76,1284,1315,0,1,0
20578,164,155,992,1028,1,0,0
20579,55,32,1392,1471,3,0,0
20580,110,84,1192,1288,0,0,0
20581,112,123,1182,1140,1,0,0
20582,57,12,1387,1570,0,0,0
20583,178,77,948,1312,0,3,0
20584,158,49,1016,1410,1,2,0
20585,27,93,1492,1256,3,0,0
20586,69,31,1343,1476,0,2,0
20587,18,29,1538,1484,1,1,0
20588,98,99,1236,1230,3,0,0
20589,169,165,976,985,2,0,0
20590,22,16,1508,1560,1,0,0
20591,95,32,1247,1471,0,1,0
20592,3,72,1657,1332,5,0,1
20593,96,201,1242,884,3,1,1
20594,161,150,1004,1048,0,3,1
20595,150,96,1048,1242,2,1,1
20596,142,116,1077,1170,1,0,0
20597,175,162,955,1003,1,1,0
20598,57,110,1383,1189,0,0,0
20599,164,138,997,1092,3,0,0
20600,20,29,1526,1483,1,1,0
20601,149,107,1060,1204,0,0,0
20602,75,121,1316,1149,2,1,0
20603,18,7,1537,1606,2,3,0
20604,46,15,1423,1550,0,0,0
20605,94,39,1247,1448,2,1,0
20606,41,35,1444,1463,0,2,0
20607,126,27,1123,1489,1,2,0
20608,92,108,1261,1202,0,3,0
20609,138,183,1092,928,3,1,0
20610,11,89,1575,1272,4,0,1
20611,112,74,1181,1322,0,1,0
20612,1,36,1729,1461,2,2,0
20613,62,77,1368,1308,1,1,1
20614,143,122,1076,1144,0,1,0
20615,159,77,1014,1308,1,0,0
20616,15,37,1550,1460,3,2,0
20617,38,34,1456,1468,0,0,0
20618,22,14,1510,1567,2,4,0
20619,19,9,1536,1597,1,4,0
20620,84,155,1289,1023,3,1,0
20621,1,8,1729,1598,2,1,0
20622,4,6,1634,1612,0,0,0
20623,24,28,1499,1487,1,0,0
20624,98,58,1240,1378,0,1,0
20625,42,49,1433,1409,1,0,0
20626,80,82,1304,1292,1,0,0
20627,173,204,958,871,2,0,0
20628,169,190,979,909,2,2,0
20629,54,70,1398,1339,3,0,0
20630,55,5,1395,1632,2,1,0
20631,21,12,1525,1568,3,0,1
20632,94,58,1247,1378,4,3,0
20633,71,3,1337,1663,0,2,0
20634,166,186,982,922,2,0,0
20635,199,171,890,972,1,4,0
20636,50,125,1408,1129,1,0,0
20637,87,158,1274,1019,3,0,0
20638,123,171,1139,972,1,1,0
